job_id,symbol,lane,experiment_type,priority,target_positives,target_rate,days_with_target,n_top_rules,best_score,best_f1,best_stability
545,ASH_COATED_OSMIUM,drift_search,regime_rule_search,medium,12,0.0004007079173205997,3,25,0.11016809195683737,0.11320754716981131,0.10768126496440414
35,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,3,0.00010015691249624411,3,25,0.10535668711987849,0.1090909090909091,0.10230141459812615
371,INTARIAN_PEPPER_ROOT,no_prior,timestamp_window_search,medium,3,0.00010015691249624411,3,25,0.10535668711987849,0.1090909090909091,0.10230141459812615
132,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,3,0.00010015691249624411,3,25,0.0992202976311396,0.10169491525423728,0.09719561048496876
547,ASH_COATED_OSMIUM,drift_search,regime_rule_search,medium,28,0.0009349851404147327,3,25,0.09827879879181146,0.1095890410958904,0.08902496417938323
550,ASH_COATED_OSMIUM,drift_search,regime_rule_search,medium,28,0.0009349851404147327,3,25,0.09827879879181146,0.1095890410958904,0.08902496417938323
42,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,3,0.00010015691249624411,3,25,0.09704004365299063,0.16,0.04552735209634656
378,INTARIAN_PEPPER_ROOT,no_prior,timestamp_window_search,medium,3,0.00010015691249624411,3,25,0.09704004365299063,0.16,0.04552735209634656
544,ASH_COATED_OSMIUM,drift_search,regime_rule_search,medium,12,0.0004007079173205997,3,25,0.09436183828748089,0.16666666666666666,0.035203342340874355
325,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,214,0.007145957858884029,3,25,0.09405904853236607,0.09768637532133677,0.09109123570502642
329,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,214,0.007145957858884029,3,25,0.09405904853236607,0.09768637532133677,0.09109123570502642
127,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,3,0.00010015691249624411,3,25,0.09173685596150224,0.0967741935483871,0.08761539793586919
128,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,3,0.00010015691249624411,3,25,0.09173685596150224,0.0967741935483871,0.08761539793586919
143,ASH_COATED_OSMIUM,p3_seeded,timestamp_window_search,high,3,0.00010017697933014993,3,25,0.09167591249167571,0.15384615384615383,0.04080935138346635
401,ASH_COATED_OSMIUM,no_prior,timestamp_window_search,medium,3,0.00010017697933014993,3,25,0.09167591249167571,0.15384615384615383,0.04080935138346635
31,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,3,0.00010015691249624411,3,25,0.09036248474250205,0.15384615384615383,0.03842130093042334
32,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,3,0.00010015691249624411,3,25,0.09036248474250205,0.15384615384615383,0.03842130093042334
367,INTARIAN_PEPPER_ROOT,no_prior,timestamp_window_search,medium,3,0.00010015691249624411,3,25,0.09036248474250205,0.15384615384615383,0.03842130093042334
368,INTARIAN_PEPPER_ROOT,no_prior,timestamp_window_search,medium,3,0.00010015691249624411,3,25,0.09036248474250205,0.15384615384615383,0.03842130093042334
551,ASH_COATED_OSMIUM,drift_search,regime_rule_search,medium,28,0.0009349851404147327,3,25,0.08850017766273757,0.09375,0.08420486847770468
327,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,214,0.007145957858884029,3,25,0.08830961481997146,0.0946236559139785,0.08314358119760204
525,INTARIAN_PEPPER_ROOT,drift_search,regime_rule_search,medium,18,0.0006009414749774647,3,25,0.0876905915675695,0.09523809523809522,0.08151536129168481
161,ASH_COATED_OSMIUM,p3_seeded,timestamp_window_search,high,8,0.0002671386115470665,3,25,0.08541742979744713,0.14285714285714288,0.03842130093042334
499,ASH_COATED_OSMIUM,no_prior,regime_rule_search,medium,434,0.014492269676428356,3,25,0.08530604582646986,0.08604000860400086,0.08470553082667177
503,ASH_COATED_OSMIUM,no_prior,regime_rule_search,medium,434,0.014492269676428356,3,25,0.08530604582646986,0.08604000860400086,0.08470553082667177
277,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,387,0.012922830333589342,3,25,0.08515520509239535,0.08773087071240106,0.0830478423123907
280,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,387,0.012922830333589342,3,25,0.08515520509239535,0.08773087071240106,0.0830478423123907
328,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,214,0.007145957858884029,3,25,0.08484905212405863,0.08583690987124462,0.08404080487636098
281,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,387,0.012922830333589342,3,25,0.08476328741232883,0.08831819605386783,0.08185472579652421
167,ASH_COATED_OSMIUM,p3_seeded,timestamp_window_search,high,9,0.00030053093799044977,3,25,0.0845141087781479,0.13793103448275865,0.04080935138346638
498,ASH_COATED_OSMIUM,no_prior,regime_rule_search,medium,434,0.014492269676428356,3,25,0.08429811278502482,0.08468108304561148,0.08398477348090845
502,ASH_COATED_OSMIUM,no_prior,regime_rule_search,medium,434,0.014492269676428356,3,25,0.08414967127011941,0.08685286103542234,0.08193797055305338
501,ASH_COATED_OSMIUM,no_prior,regime_rule_search,medium,434,0.014492269676428356,3,25,0.0834622480217611,0.08430609597924774,0.08277182696563565
231,ASH_COATED_OSMIUM,p3_seeded,timestamp_window_search,high,6,0.00020035395866029986,3,25,0.08182402807045527,0.08333333333333334,0.08058914194628229
228,ASH_COATED_OSMIUM,p3_seeded,timestamp_window_search,high,9,0.00030053093799044977,3,25,0.08114518981323332,0.08695652173913045,0.07639046369204475
276,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,387,0.012922830333589342,3,25,0.08086007567230477,0.08384790380240494,0.07841548902040461
522,INTARIAN_PEPPER_ROOT,drift_search,regime_rule_search,medium,18,0.0006009414749774647,3,25,0.08023335597614736,0.08108108108108107,0.07953976270847432
239,ASH_COATED_OSMIUM,p3_seeded,timestamp_window_search,high,7,0.00023374628510368318,3,25,0.07869027386175624,0.11764705882352941,0.04681654071121455
279,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,387,0.012922830333589342,3,25,0.0782412440464551,0.0807850296668188,0.07615996490252115
452,INTARIAN_PEPPER_ROOT,drift_search,timestamp_window_search,medium,1,3.338563749874804e-05,1,25,0.07794532650360583,0.2857142857142857,-0.09204745830513222
496,INTARIAN_PEPPER_ROOT,drift_search,regime_rule_search,medium,14,0.00046739892498247256,2,25,0.07726999422491147,0.1395348837209302,0.026325993728168864
114,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,5,0.0001669281874937402,3,25,0.07694497397944924,0.07894736842105261,0.07530665125450103
324,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,214,0.007145957858884029,3,25,0.0757299552680752,0.07834101382488479,0.07359363463068554
63,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,3,0.00010015691249624411,3,25,0.07522392225606031,0.07594936708860758,0.07463037648397616
64,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,3,0.00010015691249624411,3,25,0.07522392225606031,0.07594936708860758,0.07463037648397616
3,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,5,0.0001669281874937402,3,25,0.07198103734585592,0.075,0.06951097699246529
22,ASH_COATED_OSMIUM,p3_seeded,timestamp_window_search,high,3,0.00010017697933014993,3,25,0.07174401551914464,0.07407407407407407,0.06983760397420236
358,ASH_COATED_OSMIUM,no_prior,timestamp_window_search,medium,3,0.00010017697933014993,3,25,0.07174401551914464,0.07407407407407407,0.06983760397420236
505,ASH_COATED_OSMIUM,no_prior,regime_rule_search,medium,234,0.007813804387751694,3,25,0.07171727856921603,0.07734806629834255,0.0671102704272034
507,ASH_COATED_OSMIUM,no_prior,regime_rule_search,medium,234,0.007813804387751694,3,25,0.07171727856921603,0.07734806629834255,0.0671102704272034
508,ASH_COATED_OSMIUM,no_prior,regime_rule_search,medium,234,0.007813804387751694,3,25,0.07171727856921603,0.07734806629834255,0.0671102704272034
4,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,5,0.0001669281874937402,3,25,0.07157721875114745,0.075,0.06877676136572264
334,INTARIAN_PEPPER_ROOT,no_prior,timestamp_window_search,medium,5,0.0001669281874937402,3,25,0.07157721875114745,0.075,0.06877676136572264
135,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,3,0.00010015691249624411,3,25,0.0708446836614425,0.07594936708860758,0.06666812449376198
136,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,3,0.00010015691249624411,3,25,0.0708446836614425,0.07594936708860758,0.06666812449376198
333,INTARIAN_PEPPER_ROOT,no_prior,timestamp_window_search,medium,6,0.00020031382499248823,3,25,0.07066361200033766,0.07407407407407407,0.06787323394000785
529,ASH_COATED_OSMIUM,no_prior,regime_rule_search,medium,212,0.007079173205997262,3,25,0.07046437459351029,0.0713489409141583,0.06974063851298008
532,ASH_COATED_OSMIUM,no_prior,regime_rule_search,medium,212,0.007079173205997262,3,25,0.07046437459351029,0.0713489409141583,0.06974063851298008
36,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,3,0.00010015691249624411,3,25,0.07001327578884896,0.11428571428571428,0.033790371564140956
372,INTARIAN_PEPPER_ROOT,no_prior,timestamp_window_search,medium,3,0.00010015691249624411,3,25,0.07001327578884896,0.11428571428571428,0.033790371564140956
24,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,3,0.00010015691249624411,3,25,0.0693276014671713,0.11428571428571428,0.0325436909792725
360,INTARIAN_PEPPER_ROOT,no_prior,timestamp_window_search,medium,3,0.00010015691249624411,3,25,0.0693276014671713,0.11428571428571428,0.0325436909792725
21,ASH_COATED_OSMIUM,p3_seeded,timestamp_window_search,high,6,0.00020035395866029986,3,25,0.06925798503883962,0.07142857142857144,0.06748205071996813
357,ASH_COATED_OSMIUM,no_prior,timestamp_window_search,medium,6,0.00020035395866029986,3,25,0.06925798503883962,0.07142857142857144,0.06748205071996813
58,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,6,0.00020031382499248823,3,25,0.0684134364531497,0.07317073170731707,0.06452110397246731
99,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,3,0.00010015691249624411,3,25,0.06831621797176321,0.07058823529411765,0.06645729470801867
100,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,3,0.00010015691249624411,3,25,0.06831621797176321,0.07058823529411765,0.06645729470801867
57,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,7,0.00023369946249123628,3,25,0.06815901819839916,0.07228915662650602,0.06477981402994809
509,ASH_COATED_OSMIUM,no_prior,regime_rule_search,medium,234,0.007813804387751694,3,25,0.06811627480104114,0.0701468189233279,0.06645492051917015
511,INTARIAN_PEPPER_ROOT,drift_search,regime_rule_search,medium,17,0.0005675558374787167,3,25,0.06759536802143107,0.06818181818181819,0.0671155451629325
295,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,187,0.0062443650449126795,3,25,0.06607694268869832,0.07079646017699115,0.062215519289186
297,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,187,0.0062443650449126795,3,25,0.06607694268869832,0.07079646017699115,0.062215519289186
531,ASH_COATED_OSMIUM,no_prior,regime_rule_search,medium,212,0.007079173205997262,3,25,0.06553000526694264,0.06813627254509018,0.06339760476664011
307,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,193,0.0064447190035729785,3,25,0.06537536757672541,0.06986899563318778,0.061698762803256174
309,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,193,0.0064447190035729785,3,25,0.06537536757672541,0.06986899563318778,0.061698762803256174
310,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,193,0.0064447190035729785,3,25,0.06494047048486531,0.06576402321083172,0.06426665461816551
27,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,3,0.00010015691249624411,3,25,0.06481631786565009,0.06593406593406592,0.0639017967187644
28,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,3,0.00010015691249624411,3,25,0.06481631786565009,0.06593406593406592,0.0639017967187644
70,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,3,0.00010015691249624411,3,25,0.06481631786565009,0.06593406593406592,0.0639017967187644
118,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,3,0.00010015691249624411,3,25,0.06481631786565009,0.06593406593406592,0.0639017967187644
363,INTARIAN_PEPPER_ROOT,no_prior,timestamp_window_search,medium,3,0.00010015691249624411,3,25,0.06481631786565009,0.06593406593406592,0.0639017967187644
364,INTARIAN_PEPPER_ROOT,no_prior,timestamp_window_search,medium,3,0.00010015691249624411,3,25,0.06481631786565009,0.06593406593406592,0.0639017967187644
298,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,187,0.0062443650449126795,3,25,0.0643326779248947,0.06882591093117409,0.06065639637430247
514,INTARIAN_PEPPER_ROOT,drift_search,regime_rule_search,medium,17,0.0005675558374787167,3,25,0.06410880986076362,0.06936416184971099,0.059808976415261214
515,INTARIAN_PEPPER_ROOT,drift_search,regime_rule_search,medium,17,0.0005675558374787167,3,25,0.06389191765960021,0.075,0.05480348665381855
283,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,201,0.006711857615120045,3,25,0.06373288799256029,0.06884057971014493,0.05955386749635466
285,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,201,0.006711857615120045,3,25,0.06373288799256029,0.06884057971014493,0.05955386749635466
286,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,201,0.006711857615120045,3,25,0.06373288799256029,0.06884057971014493,0.05955386749635466
91,ASH_COATED_OSMIUM,p3_seeded,timestamp_window_search,high,5,0.00016696163221691654,3,25,0.06368361698884573,0.10714285714285714,0.028126056862836382
385,ASH_COATED_OSMIUM,no_prior,timestamp_window_search,medium,5,0.00016696163221691654,3,25,0.06368361698884573,0.10714285714285714,0.028126056862836382
287,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,201,0.006711857615120045,3,25,0.06296578248880916,0.07131782945736434,0.05613228951453675
117,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,5,0.0001669281874937402,3,25,0.06291627216084113,0.06451612903225806,0.06160729835695453
301,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,208,0.006945603900223729,3,25,0.06287337956605295,0.06797853309481217,0.0586964357697954
303,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,208,0.006945603900223729,3,25,0.06287337956605295,0.06797853309481217,0.0586964357697954
304,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,208,0.006945603900223729,3,25,0.06287337956605295,0.06797853309481217,0.0586964357697954
69,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,6,0.00020031382499248823,3,25,0.06278199111739526,0.06382978723404255,0.061924703385592916
88,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,6,0.00020031382499248823,3,25,0.06278199111739526,0.06382978723404255,0.061924703385592916
510,INTARIAN_PEPPER_ROOT,drift_search,regime_rule_search,medium,17,0.0005675558374787167,3,25,0.06276748757315165,0.06965174129353234,0.0571349163473856
305,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,208,0.006945603900223729,3,25,0.06251540842502304,0.0705521472392638,0.05593989484973514
535,ASH_COATED_OSMIUM,drift_search,regime_rule_search,medium,19,0.0006344542024242829,3,25,0.062268136490311425,0.07575757575757575,0.05123132254436788
533,ASH_COATED_OSMIUM,no_prior,regime_rule_search,medium,212,0.007079173205997262,3,25,0.06212154191158643,0.06823027718550108,0.05712348577838352
12,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,3,0.00010015691249624411,3,25,0.06169641020667008,0.06382978723404255,0.059950919911547135
348,INTARIAN_PEPPER_ROOT,no_prior,timestamp_window_search,medium,3,0.00010015691249624411,3,25,0.06169641020667008,0.06382978723404255,0.059950919911547135
51,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,3,0.00010015691249624411,3,25,0.06137178294834554,0.06185567010309278,0.060975875276279616
52,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,3,0.00010015691249624411,3,25,0.06137178294834554,0.06185567010309278,0.060975875276279616
539,ASH_COATED_OSMIUM,drift_search,regime_rule_search,medium,19,0.0006344542024242829,3,25,0.06116736837740634,0.06644518272425248,0.05684915663907767
549,ASH_COATED_OSMIUM,drift_search,regime_rule_search,medium,28,0.0009349851404147327,3,25,0.06099904379608678,0.10526315789473682,0.024782950442645835
157,ASH_COATED_OSMIUM,p3_seeded,timestamp_window_search,high,6,0.00020035395866029986,3,25,0.060364494361042687,0.10256410256410256,0.02583754219490278
92,ASH_COATED_OSMIUM,p3_seeded,timestamp_window_search,high,8,0.0002671386115470665,3,25,0.06028409058001745,0.10169491525423728,0.026402506755655766
386,ASH_COATED_OSMIUM,no_prior,timestamp_window_search,medium,8,0.0002671386115470665,3,25,0.06028409058001745,0.10169491525423728,0.026402506755655766
504,ASH_COATED_OSMIUM,no_prior,regime_rule_search,medium,234,0.007813804387751694,3,25,0.05929390170573111,0.06108202443280979,0.05783089220175763
546,ASH_COATED_OSMIUM,drift_search,regime_rule_search,medium,28,0.0009349851404147327,3,25,0.05723905352325773,0.06363636363636364,0.05200489070344379
232,ASH_COATED_OSMIUM,p3_seeded,timestamp_window_search,high,6,0.00020035395866029986,3,25,0.0549124123573784,0.056603773584905655,0.053528571353037915
96,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,3,0.00010015691249624411,3,25,0.05456113440413621,0.0909090909090909,0.024821897263718737
313,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,205,0.006845426920893578,3,25,0.05441654134951905,0.058898847631241986,0.05074919984629119
316,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,205,0.006845426920893578,3,25,0.05441654134951905,0.058898847631241986,0.05074919984629119
66,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,3,0.00010015691249624411,3,25,0.0540534793047623,0.055045871559633024,0.05324152200532262
299,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,187,0.0062443650449126795,3,25,0.05345865432410969,0.0636604774535809,0.0451117081272696
158,ASH_COATED_OSMIUM,p3_seeded,timestamp_window_search,high,11,0.0003673155908772164,3,25,0.05345333022225226,0.09090909090909091,0.022807707842111544
311,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,193,0.0064447190035729785,3,25,0.0527118238058748,0.06266318537859007,0.04456980070092595
432,INTARIAN_PEPPER_ROOT,drift_search,timestamp_window_search,medium,1,3.338563749874804e-05,1,25,0.052632275469694456,0.2857142857142857,-0.13807118745769836
315,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,205,0.006845426920893578,3,25,0.05198434753263359,0.05492424242424242,0.04957897898495364
543,ASH_COATED_OSMIUM,drift_search,regime_rule_search,medium,12,0.0004007079173205997,3,25,0.051650456609104,0.08695652173913045,0.02276367604817328
235,ASH_COATED_OSMIUM,p3_seeded,timestamp_window_search,high,7,0.00023374628510368318,3,25,0.05133285581868642,0.05454545454545455,0.04870436595133068
236,ASH_COATED_OSMIUM,p3_seeded,timestamp_window_search,high,7,0.00023374628510368318,3,25,0.05133285581868642,0.05454545454545455,0.04870436595133068
112,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,5,0.0001669281874937402,3,25,0.051332855818686414,0.054545454545454536,0.04870436595133067
282,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,201,0.006711857615120045,3,25,0.05116247100990386,0.05594405594405595,0.0472502651546885
300,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,208,0.006945603900223729,3,25,0.050844864614306776,0.055671537926235214,0.04689576826818351
111,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,5,0.0001669281874937402,3,25,0.0507629541655167,0.054545454545454536,0.04766818112738573
15,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,3,0.00010015691249624411,3,25,0.05062904260788658,0.05357142857142857,0.048221635910443136
351,INTARIAN_PEPPER_ROOT,no_prior,timestamp_window_search,medium,3,0.00010015691249624411,3,25,0.05062904260788658,0.05357142857142857,0.048221635910443136
317,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,205,0.006845426920893578,3,25,0.05002617797678274,0.05433376455368693,0.04650178895931567
16,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,6,0.00020031382499248823,3,25,0.04991125863144343,0.05217391304347826,0.04805999593068766
352,INTARIAN_PEPPER_ROOT,no_prior,timestamp_window_search,medium,6,0.00020031382499248823,3,25,0.04991125863144343,0.05217391304347826,0.04805999593068766
538,ASH_COATED_OSMIUM,drift_search,regime_rule_search,medium,19,0.0006344542024242829,3,25,0.049608168269993536,0.0625,0.0390603059454428
319,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,179,0.005977226433365613,3,25,0.049601104979188536,0.05385556915544676,0.046120179744068165
321,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,179,0.005977226433365613,3,25,0.049601104979188536,0.05385556915544676,0.046120179744068165
322,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,179,0.005977226433365613,3,25,0.049601104979188536,0.05385556915544676,0.046120179744068165
492,INTARIAN_PEPPER_ROOT,drift_search,regime_rule_search,medium,14,0.00046739892498247256,2,25,0.048375617964314235,0.08571428571428572,0.017825798896155744
528,ASH_COATED_OSMIUM,no_prior,regime_rule_search,medium,212,0.007079173205997262,3,25,0.04773756450397666,0.048577376821651634,0.04705044533496987
126,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,3,0.00010015691249624411,3,25,0.046986569803384795,0.048,0.0461573996425178
191,ASH_COATED_OSMIUM,p3_seeded,timestamp_window_search,high,4,0.00013356930577353325,3,25,0.04621827604639846,0.07692307692307693,0.02109616623820698
169,ASH_COATED_OSMIUM,p3_seeded,timestamp_window_search,high,5,0.00016696163221691654,3,25,0.045580774877106704,0.08695652173913045,0.011727891080905467
170,ASH_COATED_OSMIUM,p3_seeded,timestamp_window_search,high,5,0.00016696163221691654,3,25,0.045580774877106704,0.08695652173913045,0.011727891080905467
294,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,187,0.0062443650449126795,3,25,0.04471730288737523,0.04594059405940594,0.043716428292077364
306,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,193,0.0064447190035729785,3,25,0.0445909049706757,0.045831687080205456,0.04357571960833317
318,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,179,0.005977226433365613,3,25,0.04399934758216369,0.04740327640292785,0.04121431491062938
323,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,179,0.005977226433365613,3,25,0.04393002107950776,0.04494382022471911,0.04310054905160756
343,ASH_COATED_OSMIUM,drift_search,timestamp_window_search,medium,1,3.339232644338331e-05,1,25,0.043917718196857865,0.15384615384615385,-0.046023729152566126
344,ASH_COATED_OSMIUM,drift_search,timestamp_window_search,medium,1,3.339232644338331e-05,1,25,0.043917718196857865,0.15384615384615385,-0.046023729152566126
90,ASH_COATED_OSMIUM,p3_seeded,timestamp_window_search,high,5,0.00016696163221691654,3,25,0.0437667362971704,0.05319148936170212,0.03605557469891717
384,ASH_COATED_OSMIUM,no_prior,timestamp_window_search,medium,5,0.00016696163221691654,3,25,0.0437667362971704,0.05319148936170212,0.03605557469891717
537,ASH_COATED_OSMIUM,drift_search,regime_rule_search,medium,19,0.0006344542024242829,3,25,0.04372307778687538,0.07272727272727272,0.01999237283564119
540,ASH_COATED_OSMIUM,drift_search,regime_rule_search,medium,12,0.0004007079173205997,3,25,0.043312887205155165,0.05333333333333334,0.035114340373009395
312,ASH_COATED_OSMIUM,p3_seeded,regime_rule_search,high,205,0.006845426920893578,3,25,0.04075595109899123,0.04179566563467492,0.03990527556979547
513,INTARIAN_PEPPER_ROOT,drift_search,regime_rule_search,medium,17,0.0005675558374787167,3,25,0.04015878593057803,0.041666666666666664,0.03892506532832368
164,ASH_COATED_OSMIUM,p3_seeded,timestamp_window_search,high,9,0.00030053093799044977,3,25,0.039876225405666196,0.06451612903225806,0.019716304256636487
179,ASH_COATED_OSMIUM,p3_seeded,timestamp_window_search,high,3,0.00010017697933014993,3,25,0.03739964246372339,0.04580152671755725,0.030525373528768406
173,ASH_COATED_OSMIUM,p3_seeded,timestamp_window_search,high,5,0.00016696163221691654,3,25,0.03702311342630947,0.04405286343612334,0.03127149978191629
221,ASH_COATED_OSMIUM,p3_seeded,timestamp_window_search,high,3,0.00010017697933014993,3,25,0.03613400397845887,0.03821656050955414,0.034430094089380914
347,ASH_COATED_OSMIUM,drift_search,timestamp_window_search,medium,1,3.339232644338331e-05,1,25,0.03481216937965319,0.1111111111111111,-0.027614237491539656
534,ASH_COATED_OSMIUM,drift_search,regime_rule_search,medium,19,0.0006344542024242829,3,25,0.03448304606494129,0.04,0.02996917466352962
341,ASH_COATED_OSMIUM,no_prior,timestamp_window_search,medium,4,0.00013356930577353325,3,25,0.03376669687304548,0.056338028169014086,0.015299243994525709
78,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,3,0.00010015691249624411,3,25,0.03323311333314646,0.054054054054054064,0.01619779819785843
227,ASH_COATED_OSMIUM,p3_seeded,timestamp_window_search,high,3,0.00010017697933014993,3,25,0.032641939941920405,0.03314917127071823,0.03222693249108581
33,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,3,0.00010015691249624411,3,25,0.03255338274411978,0.054054054054054064,0.014961924399628089
34,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,3,0.00010015691249624411,3,25,0.03255338274411978,0.054054054054054064,0.014961924399628089
369,INTARIAN_PEPPER_ROOT,no_prior,timestamp_window_search,medium,3,0.00010015691249624411,3,25,0.03255338274411978,0.054054054054054064,0.014961924399628089
370,INTARIAN_PEPPER_ROOT,no_prior,timestamp_window_search,medium,3,0.00010015691249624411,3,25,0.03255338274411978,0.054054054054054064,0.014961924399628089
129,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,3,0.00010015691249624411,3,25,0.03240804087296188,0.034482758620689655,0.030710544533911886
130,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,3,0.00010015691249624411,3,25,0.03240804087296188,0.034482758620689655,0.030710544533911886
171,ASH_COATED_OSMIUM,p3_seeded,timestamp_window_search,high,3,0.00010017697933014993,3,25,0.030558637497225243,0.05128205128205129,0.013603117127822119
30,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,3,0.00010015691249624411,3,25,0.03006843497642222,0.05,0.013760790866222214
366,INTARIAN_PEPPER_ROOT,no_prior,timestamp_window_search,medium,3,0.00010015691249624411,3,25,0.03006843497642222,0.05,0.013760790866222214
337,ASH_COATED_OSMIUM,no_prior,timestamp_window_search,medium,3,0.00010017697933014993,3,25,0.0299299920423539,0.05128205128205129,0.0124601253916924
172,ASH_COATED_OSMIUM,p3_seeded,timestamp_window_search,high,5,0.00016696163221691654,3,25,0.029814166411095407,0.05,0.013298484383809824
120,INTARIAN_PEPPER_ROOT,p3_seeded,timestamp_window_search,high,3,0.00010015691249624411,3,25,0.029784782413073224,0.030303030303030307,0.029360761412199246
338,ASH_COATED_OSMIUM,no_prior,timestamp_window_search,medium,4,0.00013356930577353325,3,25,0.029562960764636347,0.05063291139240507,0.012323910251007392
138,ASH_COATED_OSMIUM,p3_seeded,timestamp_window_search,high,3,0.00010017697933014993,3,25,0.02870405002613455,0.047619047619047616,0.01322814290466022
