run_id,submission_id,status,round,profit,graph_min,graph_min_ts,graph_max,graph_max_ts,graph_last,max_drawdown,trade_history_rows,code_file,pos_VEV_5200,pos_VEV_5300,pos_VEV_5500,pos_XIRECS,pos_VELVETFRUIT_EXTRACT,pos_VEV_5000,pos_VEV_5100,pos_HYDROGEL_PACK,pos_VEV_5400
425459,6f2a4a91-0fa1-4859-a02e-987fb6112062,FINISHED,3,5201.655029296875,-10339.495422363281,59600,9662.819580078125,82400,5160.6390380859375,-12364.331359863281,372,logs/425459/425459.py,300.0,-300,300.0,-163310,42,6.0,300.0,-13,300.0
426148,e8ac40c7-e56d-4f45-8260-e66938e586a6,FINISHED,3,4567.293975830078,-513.10546875,5600,5146.648986816406,82400,4582.056640625,-1261.3287658691406,228,logs/426148/426148.py,100.0,-200,,-87627,42,,2.0,-13,
427194,9cf99b45-3947-4a78-9d4c-b32b400dd636,FINISHED,3,7731.296142578125,-944.205078125,5600,9957.103271484375,84800,7697.4638671875,-2863.397705078125,326,logs/427194/427194.py,,283,300.0,-104572,42,,,-13,283.0
427678,b3121be3-a4f4-4739-9a16-39c79d085460,FINISHED,3,5561.85595703125,-1109.05517578125,5600,6119.486572265625,93200,5568.663818359375,-2651.5947265625,248,logs/427678/427678.py,,-17,,-84926,42,,,-13,-17.0
429262,0b7c68f5-b156-4187-9f2b-3798fb98085e,FINISHED,3,3199.70849609375,-3204.8118896484375,17400,8719.452758789062,59600,3269.49853515625,-9333.179077148438,234,logs/429262/429262.py,-200.0,-300,-200.0,-31074,42,,-89.0,-13,-300.0
430025,4661a7f8-6084-4c0e-9c7c-2b18372e2a23,FINISHED,3,7997.42333984375,-1589.435791015625,5600,9443.75146484375,93000,7976.45654296875,-3544.904052734375,309,logs/430025/430025.py,-50.0,283,,-91954,42,,-30.0,-13,283.0
430350,7ffd316e-0031-41d5-953c-e5e10ec539be,FINISHED,3,7997.42333984375,-1589.435791015625,5600,9443.75146484375,93000,7976.45654296875,-3544.904052734375,309,logs/430350/430350.py,-50.0,283,,-91954,42,,-30.0,-13,283.0
